	CancerType	CellLineName	ExpressionArrayName	Gender	HistSubtype	Histology	PrimarySite	SNPArrayName	Source
7e54ee4c-3da9-4642-ae28-a3f56b7b6434	CESC	HEC-50B	BUNDS_p_NCLE_RNA5_HG-U133_Plus_2_G01_419812	F	adenocarcinoma	carcinoma	endometrium	SKATS_p_NCLE_DNAAffy13_GenomeWideSNP_6_D07_592872	HSRRB
7e798c94-4fb6-49aa-94a9-e24b96a2dabd	LCLL	MEC-1	WATCH_p_NCLE_RNA8_HG-U133_Plus_2_F12_474616	M	chronic_lymphocytic_leukaemia-small_lymphocytic_lymphoma	lymphoid_neoplasm	haematopoietic_and_lymphoid_tissue	VAULT_p_NCLE_DNAAffy14_GenomeWideSNP_6_F12_698580	DSMZ
7e9ab017-f3dd-40a5-ab55-4364673fc59c	LUSC	NCI-H2087	AGENT_p_NCLE_RNA6_HG-U133_Plus_2_D09_436574	M	adenocarcinoma	carcinoma	lung	LOBBY_p_NCLE_DNAAffy6_GenomeWideSNP_6_D08_437292	ATCC
7ea8412a-ea85-4990-9210-12c67a865875	BRCA	DU4475	AGENT_p_NCLE_RNA6_HG-U133_Plus_2_F10_436454	F	ductal_carcinoma	carcinoma	breast	FIEFS_p_NCLE_DNA_Affy5_GenomeWideSNP_6_C01_411060	ATCC
7f152e82-ccd7-4a20-b726-2c1d42d97608	BRCA	AU565	CASED_p_NCLE_RNA4_HG-U133_Plus_2_B02_383772	F	NS	carcinoma	breast	FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_C05_335244	ATCC
7f21efa0-51ef-4bba-9f00-24481ec88c24	LUSC	NCI-H1341	AGENT_p_NCLE_RNA6_HG-U133_Plus_2_E04_436560	F	small_cell_carcinoma	carcinoma	lung	LOBBY_p_NCLE_DNAAffy6_GenomeWideSNP_6_G08_437374	ATCC
7fb25f71-1af0-4842-86a8-12acfd2bebb7	LCLL	MEG-01	MAKER_p_NCLE_RNA7_HG-U133_Plus_2_G11_454734	M	blast_phase_chronic_myeloid_leukaemia	haematopoietic_neoplasm	haematopoietic_and_lymphoid_tissue	LOBBY_p_NCLE_DNAAffy6_GenomeWideSNP_6_C05_437266	ATCC
7fd7ebc4-473e-420f-accd-8b2732c6a2ca	COAD	SW620	METIS_p_NCLE_RNA1_Human_U133_Plus_2.0_G04_241000	M	adenocarcinoma	carcinoma	large_intestine	LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_C04_246664	ATCC
808f44fa-fc69-4565-8a36-7b2d8ca0c415	LUSC	COR-L105	BITTS_p_NCLE_RNA12_HG-U133_Plus_2_C04_698816	M	adenocarcinoma	carcinoma	lung	VAULT_p_NCLE_DNAAffy14_GenomeWideSNP_6_C04_698598	ECACC
80cae413-27da-4114-8a7c-3d324e346b52	SARC	RKN	AGENT_p_NCLE_RNA6_HG-U133_Plus_2_C04_436542	F	NS	leiomyosarcoma	soft_tissue	PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_G04_437426	HSRRB
810b7d5b-218e-4ec0-bbf4-7ae42c143824	PAAD	SUIT-2	CRAZY_p_NCLE_RNA10_HG-U133_Plus_2_G02_569480	M	ductal_carcinoma	carcinoma	pancreas	ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_F08_256136	HSRRB
811a96a5-a7f2-4082-9044-e6972c7316a9	PRAD	PC-3	PARES_p_NCLE_RNA_Redo_HG-U133_Plus_2_B11_257642	M	adenocarcinoma	carcinoma	prostate	ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_C02_256052	ATCC
81210612-5fe9-4e82-80b0-3d8dd4527779	PAAD	BxPC-3	CASED_p_NCLE_RNA4_HG-U133_Plus_2_H08_383778	F	ductal_carcinoma	carcinoma	pancreas	LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_G02_246756	ATCC
819dbbb2-f9d6-4ea4-b233-11f2450a1dba	LCLL	KE-37	SILOS_p_NCLE_RNA9_HG-U133_Plus_2_G11_523586	M	acute_lymphoblastic_T_cell_leukaemia	lymphoid_neoplasm	haematopoietic_and_lymphoid_tissue	MISTS_p_NCLE_DNAAffy11_GenomeWideSNP_6_A07_578392	DSMZ
82469ab5-045d-4143-a9d7-114f6cbc39fc	SARC	TE 125.T	SILOS_p_NCLE_RNA9_HG-U133_Plus_2_B11_523524	F	NS	rhabdomyosarcoma	soft_tissue	EPHOR_p_NCLE_Achilles_DNAAffy15_GenomeWideSNP_6_A03_780384	ATCC
826678ef-7fe6-4cf8-b1e2-66a65d26d073	SKCM	Hs 940.T	AGENT_p_NCLE_RNA6_HG-U133_Plus_2_D03_436524	M	NS	malignant_melanoma	skin	MISTS_p_NCLE_DNAAffy11_GenomeWideSNP_6_E09_578364	ATCC
827e402c-613a-4958-809a-b2e307a91d66	SARC	Hs 821.T	WATCH_p_NCLE_RNA8_HG-U133_Plus_2_B10_474642	F	NS	giant_cell_tumour	bone	AWASH_p_NCLE_DNAAffy10_GenomeWideSNP_6_E04_542932	ATCC
828f61f8-2341-4059-8a44-45960a5b808d	LGG	T98G	METIS_p_NCLE_RNA1_Human_U133_Plus_2.0_F06_240980	M	astrocytoma_Grade_IV	glioma	central_nervous_system	LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_B05_246642	ATCC
836c133f-dd9a-4994-81a8-bc6f9ef29605	MM	KMS-28BM	BUNDS_p_NCLE_RNA5_HG-U133_Plus_2_B08_419858	F	plasma_cell_myeloma	lymphoid_neoplasm	haematopoietic_and_lymphoid_tissue	FIEFS_p_NCLE_DNA_Affy5_GenomeWideSNP_6_G02_410964	HSRRB
839f05c4-d203-4367-9da3-a8ccde6b8d1a	LUSC	JL-1	SILOS_p_NCLE_RNA9_HG-U133_Plus_2_C12_523572	M	NS	mesothelioma	pleura	VAULT_p_NCLE_DNAAffy14_GenomeWideSNP_6_H01_698554	DSMZ
83afb950-f01a-4aef-a697-4219fbadddc9	SARC	A-204	BRAKE_p_NCLE_RNA2_HG-U133_Plus_2_G04_241192	F	NS	rhabdoid_tumour	soft_tissue	HONEY_p_NCLE_DNAAffy3_S_GenomeWideSNP_6_A03_293284	ATCC
83f293a9-3646-480f-8ccb-0ba567bb5629	PAAD	Panc 05.04	MAKER_p_NCLE_RNA7_HG-U133_Plus_2_E07_454668	F	NS	carcinoma	pancreas	QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_G09_592722	ATCC
84869f38-74e0-46d5-ac0b-80196aa6a9a1	OV	SNU-840	GILDS_p_NCLE_RNA11_Redo_HG-U133_Plus_2_E04_587670	F	Brenner_tumour	carcinoma	ovary	QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_D12_592664	KCLB
84877242-f63b-4c6a-bc8a-319f7aa35e01	BRCA	MDA-MB-453	METIS_p_NCLE_RNA1_Human_U133_Plus_2.0_H10_241036	F	NS	carcinoma	breast	ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_D12_256096	ATCC
84b96836-5604-4b41-844d-bef1248d2c54	LGG	M059K	BRAKE_p_NCLE_RNA2_HG-U133_Plus_2_E03_241142	M	astrocytoma_Grade_IV	glioma	central_nervous_system	ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_G05_256154	ATCC
857051d7-156d-44d2-912d-48ba88db236d	LCLL	ALL-SIL	SILOS_p_NCLE_RNA9_HG-U133_Plus_2_C02_523526	M	acute_lymphoblastic_T_cell_leukaemia	lymphoid_neoplasm	haematopoietic_and_lymphoid_tissue	EPHOR_p_NCLE_Achilles_DNAAffy15_GenomeWideSNP_6_C09_780208	DSMZ
85f0cb5c-8d87-4de4-923d-5f0e0f749769	LCLL	JURL-MK1	SILOS_p_NCLE_RNA9_HG-U133_Plus_2_G09_523582	M	blast_phase_chronic_myeloid_leukaemia	haematopoietic_neoplasm	haematopoietic_and_lymphoid_tissue	AWASH_p_NCLE_DNAAffy10_GenomeWideSNP_6_H10_542870	DSMZ
8625417e-81ee-4c81-bf2c-77ecbf1f1f64	HNSC	PECA-PJ41 (clone D2)	CRAZY_p_NCLE_RNA10_HG-U133_Plus_2_F05_569454	F	squamous_cell_carcinoma	carcinoma	upper_aerodigestive_tract	MISTS_p_NCLE_DNAAffy11_GenomeWideSNP_6_C10_578450	ECACC
8630e0c2-2442-4c77-9095-52af38b65eae	LUSC	NCI-H1155	NIECE_p_NCLE_RNA3_HG-U133_Plus_2_D10_296080	M	large_cell_carcinoma	carcinoma	lung	FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_A09_335204	ATCC
86993439-3b77-49b5-a179-7719bf705605	LCLL	SIG-M5	WATCH_p_NCLE_RNA8_HG-U133_Plus_2_G01_474646	M	acute_myeloid_leukaemia	haematopoietic_neoplasm	haematopoietic_and_lymphoid_tissue	CHARY_p_NCLE_DNAAffy9_GenomeWideSNP_6_B11_490510	DSMZ
870cf820-dbb6-420f-81e5-63072295a951	STAD	ECC10	BITTS_p_NCLE_RNA12_HG-U133_Plus_2_D08_698918		small_cell_adenocarcinoma	carcinoma	stomach	QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_B12_592788	RIKEN
8752a43c-6320-497e-80ae-1a3e482aabc2	COAD	SNU-C4	BITTS_p_NCLE_RNA12_HG-U133_Plus_2_G06_698826	M	adenocarcinoma	carcinoma	large_intestine	QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_B05_592744	KCLB
87c1400d-d5a3-4e75-976b-a60305e7f6a0	OV	OAW42	CRAZY_p_NCLE_RNA10_HG-U133_Plus_2_F08_569484	F	NS	carcinoma	ovary	MISTS_p_NCLE_DNAAffy11_GenomeWideSNP_6_C11_578348	ECACC
88089c91-2054-4fb9-9bdd-624443d141bf	COAD	SW48	NIECE_p_NCLE_RNA3_HG-U133_Plus_2_G09_296150	F	adenocarcinoma	carcinoma	large_intestine	MISTS_p_NCLE_DNAAffy11_GenomeWideSNP_6_C02_578346	ATCC
8826c595-f545-4321-b852-663a8a1d248c	LGG	SF126	AGENT_p_NCLE_RNA6_HG-U133_Plus_2_C07_436540		astrocytoma	glioma	central_nervous_system	PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_D11_437418	HSRRB
886da1e0-925f-4a7b-a1fe-a4d214e9fe8f	LUSC	NCI-H446	PARES_p_NCLE_RNA_Redo_HG-U133_Plus_2_B03_257626	M	small_cell_carcinoma	carcinoma	lung	LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_H05_246786	ATCC
8886d04a-70d5-4f9b-80bf-9ec6455a666e	STAD	TGBC11TKB	BITTS_p_NCLE_RNA12_HG-U133_Plus_2_E12_698778		NS	carcinoma	stomach	SKATS_p_NCLE_DNAAffy13_GenomeWideSNP_6_B10_592994	RIKEN
8894a110-521a-44bb-87d6-4c2bb6c1d2a8	OV	NIH:OVCAR-3	CASED_p_NCLE_RNA4_HG-U133_Plus_2_B08_383750	F	NS	carcinoma	ovary	FIEFS_p_NCLE_DNA_Affy5_GenomeWideSNP_6_B08_410894	ATCC
88da8eb4-6f73-470f-8ff5-763be9b2c4be	LUSC	NCI-H1666	AGENT_p_NCLE_RNA6_HG-U133_Plus_2_G07_436502	F	bronchioloalveolar_adenocarcinoma	carcinoma	lung	LOBBY_p_NCLE_DNAAffy6_GenomeWideSNP_6_F03_437202	ATCC
89b0384b-4096-48c3-9ae4-b1ae2ebbfd1b	THCA	8505C	WATCH_p_NCLE_RNA8_HG-U133_Plus_2_D05_474716	F	anaplastic_carcinoma	carcinoma	thyroid	BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_E06_464702	HSRRB
89cbcbb7-1009-43ff-8e5f-e6339230bca1	LCLL	JK-1	SILOS_p_NCLE_RNA9_HG-U133_Plus_2_G12_523456	M	blast_phase_chronic_myeloid_leukaemia	haematopoietic_neoplasm	haematopoietic_and_lymphoid_tissue	MISTS_p_NCLE_DNAAffy11_GenomeWideSNP_6_H06_578324	DSMZ
89ec2674-7e79-499e-adaa-917c17adaf23	LUSC	NCI-H2286	CRAZY_p_NCLE_RNA10_HG-U133_Plus_2_D01_569440	F	small_cell_carcinoma	carcinoma	lung	MISTS_p_NCLE_DNAAffy11_GenomeWideSNP_6_G04_578292	ATCC
89efb3c9-cc0f-41a9-9289-291451ad009c	OV	JHOM-1	BITTS_p_NCLE_RNA12_HG-U133_Plus_2_B07_698766		adenocarcinoma	carcinoma	ovary	QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_D05_592802	RIKEN
8a027ed1-8767-48a6-ae39-d4f29417c0e8	ESCA	KYSE-510	PARES_p_NCLE_RNA_Redo_HG-U133_Plus_2_E02_257696	F	squamous_cell_carcinoma	carcinoma	oesophagus	HONEY_p_NCLE_DNAAffy3_S_GenomeWideSNP_6_B09_293320	DSMZ
8a2e6e88-b019-48d5-8482-99b61c64d276	PRAD	MDA PCa 2b	METIS_p_NCLE_RNA1_Human_U133_Plus_2.0_C10_240916	M	adenocarcinoma	carcinoma	prostate	MISTS_p_NCLE_DNAAffy11_GenomeWideSNP_6_D08_578424	ATCC
8a6b66bd-edaf-4415-8ff8-ecc44a688f33	SARC	Hs 706.T	AGENT_p_NCLE_RNA6_HG-U133_Plus_2_H08_436438	F	NS	giant_cell_tumour	bone	SKATS_p_NCLE_DNAAffy13_GenomeWideSNP_6_D10_592860	ATCC
8b2a3d47-9518-43dd-9074-1d48f51a40ad	COAD	COLO 741	NIECE_p_NCLE_RNA3_HG-U133_Plus_2_B12_296036	F	NS	malignant_melanoma	skin	HONEY_p_NCLE_DNAAffy3_S_GenomeWideSNP_6_B03_293308	ECACC
8be31a2b-b7ef-4164-8a02-4ebd86b80145	PAAD	PANC-1	AGENT_p_NCLE_RNA6_HG-U133_Plus_2_H09_436440		ductal_carcinoma	carcinoma	pancreas	LOBBY_p_NCLE_DNAAffy6_GenomeWideSNP_6_G03_437226	ATCC
8c656b9d-261e-49a3-b7b2-d7e79fe7e47b	LUSC	MORCPR	CASED_p_NCLE_RNA4_HG-U133_Plus_2_A02_383724		adenocarcinoma	carcinoma	lung	FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_A02_335190	ECACC
8c7f184a-ddde-4510-90b6-99a9252b9128	SARC	MG-63	MAKER_p_NCLE_RNA7_HG-U133_Plus_2_D05_454642	M	NS	osteosarcoma	bone	LOBBY_p_NCLE_DNAAffy6_GenomeWideSNP_6_E02_437246	ATCC
8c86e526-4b81-45d8-868c-33ec7898cf95	DLBC	SU-DHL-5	WATCH_p_NCLE_RNA8_HG-U133_Plus_2_G02_474760	F	diffuse_large_B_cell_lymphoma	lymphoid_neoplasm	haematopoietic_and_lymphoid_tissue	CHARY_p_NCLE_DNAAffy9_GenomeWideSNP_6_H05_490430	DSMZ
8cc1fdf3-b64f-493e-be77-5f22d009109b	LCLL	697	WATCH_p_NCLE_RNA8_HG-U133_Plus_2_E04_474704	M	acute_lymphoblastic_B_cell_leukaemia	lymphoid_neoplasm	haematopoietic_and_lymphoid_tissue	MISTS_p_NCLE_DNAAffy11_GenomeWideSNP_6_F12_578410	DSMZ
8cd6ee32-5546-4e71-b2e1-88650402e1b6	OV	OVSAHO	METIS_p_NCLE_RNA1_Human_U133_Plus_2.0_E04_240952	F	adenocarcinoma	carcinoma	ovary	LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_H01_246778	HSRRB
8cea2b83-d0aa-423c-87c8-6771c5907edc	MM	KMS-11	BUNDS_p_NCLE_RNA5_HG-U133_Plus_2_G05_419804	F	plasma_cell_myeloma	lymphoid_neoplasm	haematopoietic_and_lymphoid_tissue	PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_D07_437514	HSRRB
8d5fdea4-18a4-4d12-8929-998c70eeb2e5	LUSC	HARA	CASED_p_NCLE_RNA4_HG-U133_Plus_2_A03_383722	M	squamous_cell_carcinoma	carcinoma	lung	FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_B06_335222	HSRRB
8d6ea336-031a-4804-a625-aa3a6f9d7e16	SKCM	Hs 834.T	SILOS_p_NCLE_RNA9_HG-U133_Plus_2_B10_523628	F	NS	malignant_melanoma	skin		ATCC
8e1db5ad-9602-40ca-9732-d76428187e5f	LUSC	NCI-H596	CRAZY_p_NCLE_RNA10_HG-U133_Plus_2_G11_569590	M	mixed_adenosquamous_carcinoma	carcinoma	lung	HONEY_p_NCLE_DNAAffy3_S_GenomeWideSNP_6_H11_293468	ATCC
8e49f1ea-a6d7-495f-9ca2-3dca33388f7a	LCLL	HPB-ALL	SILOS_p_NCLE_RNA9_HG-U133_Plus_2_D05_523614	M	acute_lymphoblastic_T_cell_leukaemia	lymphoid_neoplasm	haematopoietic_and_lymphoid_tissue	AWASH_p_NCLE_DNAAffy10_GenomeWideSNP_6_D06_542944	DSMZ
8e5ca880-5581-4996-911f-0420f7d7d0cc	LGG	GB-1	GAZER_p_NCLE_Expr_P13_HG-U133_Plus_2_B08_779706	M	astrocytoma_Grade_IV	glioma	central_nervous_system	PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_C12_437496	HSRRB
8f17979c-77dd-4743-bafa-a436fce0d2fd	COAD	HCT 116	METIS_p_NCLE_RNA1_Human_U133_Plus_2.0_G05_241002	M	NS	carcinoma	large_intestine	ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_A07_256014	ATCC
8f1e5d67-c86c-4b0d-9e21-5803f7b79432	SKCM	SK-MEL-1	AGENT_p_NCLE_RNA6_HG-U133_Plus_2_F04_436458	M	NS	malignant_melanoma	skin	LOBBY_p_NCLE_DNAAffy6_GenomeWideSNP_6_C11_437278	ATCC
8f3c549b-8ebf-4572-84e3-087fb081f5bc	SKCM	Hs 695T	METIS_p_NCLE_RNA1_Human_U133_Plus_2.0_D06_240932	M	NS	malignant_melanoma	skin	LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_B09_246650	ATCC
8f3dbe22-5bca-483a-bf3b-e1cac549595f	DLBC	MC116	CASED_p_NCLE_RNA4_HG-U133_Plus_2_A07_383728	M	B_cell_lymphoma_unspecified	lymphoid_neoplasm	haematopoietic_and_lymphoid_tissue	FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_D11_335280	ATCC
8f579415-10da-4587-9288-48efd4419437	SKCM	Hs 936.T	AGENT_p_NCLE_RNA6_HG-U133_Plus_2_H03_436486	M	NS	malignant_melanoma	skin	PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_F09_437436	ATCC
8fb70bbe-63bd-4ca3-8fc2-778f72845b8f	HNSC	SNU-1041	CRAZY_p_NCLE_RNA10_HG-U133_Plus_2_A08_569424		NS	carcinoma	upper_aerodigestive_tract		KCLB
8fbcbf13-7e18-4378-a367-6b11455b7e9d	SKCM	CJM	BITTS_p_NCLE_RNA12_HG-U133_Plus_2_C11_698758		NS	malignant_melanoma	skin	QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_E06_592754	RIKEN
8fdc43d3-7c5e-4207-b125-409293f7181c	LUSC	NCI-H322	AGENT_p_NCLE_RNA6_HG-U133_Plus_2_H05_436448	M	adenocarcinoma	carcinoma	lung	PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_A09_437570	ECACC
9027ee65-8858-4833-9fb9-1451abdb8ff9	LCLL	OCI-M1	WATCH_p_NCLE_RNA8_HG-U133_Plus_2_F11_474766		acute_myeloid_leukaemia	haematopoietic_neoplasm	haematopoietic_and_lymphoid_tissue	CHARY_p_NCLE_DNAAffy9_GenomeWideSNP_6_F12_490516	DSMZ
905fffad-e784-47b7-a617-6df5ec7e604c	MM	KMS-34	BUNDS_p_NCLE_RNA5_HG-U133_Plus_2_C01_419710	F	plasma_cell_myeloma	lymphoid_neoplasm	haematopoietic_and_lymphoid_tissue	FIEFS_p_NCLE_DNA_Affy5_GenomeWideSNP_6_H02_410940	HSRRB
90c5e3f4-9f40-43d0-b7e1-e10527447e92	LGG	SNU-626	GILDS_p_NCLE_RNA11_Redo_HG-U133_Plus_2_D09_587598	M	astrocytoma_Grade_IV	glioma	central_nervous_system	QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_A04_592752	KCLB
91f87bc6-0867-490e-88b1-232672a3e21e	DLBC	Ki-JK	BUNDS_p_NCLE_RNA5_HG-U133_Plus_2_E08_419780	M	anaplastic_large_cell_lymphoma	lymphoid_neoplasm	haematopoietic_and_lymphoid_tissue	SKATS_p_NCLE_DNAAffy13_GenomeWideSNP_6_D12_592936	HSRRB
925b98c1-40ab-4050-a17d-cf56200818a6	COAD	T84	PARES_p_NCLE_RNA_Redo_HG-U133_Plus_2_D06_257680	M	adenocarcinoma	carcinoma	large_intestine	LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_E12_246728	ATCC
9286db8c-a0c6-40c9-bc78-52b20a391830	LUSC	KNS-62	CASED_p_NCLE_RNA4_HG-U133_Plus_2_B12_383632	M	squamous_cell_carcinoma	carcinoma	lung	FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_A10_335206	HSRRB
92af038f-476e-43e6-948e-06d7d3a71601	LUSC	NCI-H1694	AGENT_p_NCLE_RNA6_HG-U133_Plus_2_A03_436582	M	small_cell_carcinoma	carcinoma	lung	SKATS_p_NCLE_DNAAffy13_GenomeWideSNP_6_E06_592982	ATCC
932925e9-e22a-44e0-b336-506be2009596	HNSC	BICR 18	BITTS_p_NCLE_RNA12_HG-U133_Plus_2_D05_698858	M	squamous_cell_carcinoma	carcinoma	upper_aerodigestive_tract	VAULT_p_NCLE_DNAAffy14_GenomeWideSNP_6_B03_698684	ECACC
939d4a40-69b4-4a0a-a4e8-3109d80512a7	PAAD	PA-TU-8988T	PARES_p_NCLE_RNA_Redo_HG-U133_Plus_2_E11_257714	F	ductal_carcinoma	carcinoma	pancreas	HONEY_p_NCLE_DNAAffy3_S_GenomeWideSNP_6_C07_293340	DSMZ
93c36534-c337-4b8d-ad3f-51378e8d5f45	LUSC	SCLC-21H	WATCH_p_NCLE_RNA8_HG-U133_Plus_2_A01_474586	M	small_cell_carcinoma	carcinoma	lung	CHARY_p_NCLE_DNAAffy9_GenomeWideSNP_6_G09_490464	DSMZ
93d4b3e2-f50f-42f8-82fa-52afdd792898	DLBC	MJ	CASED_p_NCLE_RNA4_HG-U133_Plus_2_H01_383610	M	mycosis_fungoides-Sezary_syndrome	lymphoid_neoplasm	haematopoietic_and_lymphoid_tissue	FIEFS_p_NCLE_DNA_Affy5_GenomeWideSNP_6_H04_410922	ATCC
93e397cb-3381-4af0-b8c8-2a124eeb5b73	SKCM	COLO-800	BRAKE_p_NCLE_RNA2_HG-U133_Plus_2_D06_241124		NS	malignant_melanoma	skin	ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_D10_256092	DSMZ
94071ac3-b17c-4d1a-8f55-a1091daa29e9	LCLL	P12-ICHIKAWA	WATCH_p_NCLE_RNA8_HG-U133_Plus_2_C06_474620	M	acute_lymphoblastic_T_cell_leukaemia	lymphoid_neoplasm	haematopoietic_and_lymphoid_tissue	CHARY_p_NCLE_DNAAffy9_GenomeWideSNP_6_A03_490392	DSMZ
942d1ff9-81ad-46bd-bc11-7d2c57fee839	PAAD	Panc 10.05	METIS_p_NCLE_RNA1_Human_U133_Plus_2.0_D04_240928	M	ductal_carcinoma	carcinoma	pancreas	LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_E05_246714	ATCC
94711c78-aba8-4f1a-a961-57221e526466	PAAD	Capan-2	METIS_p_NCLE_RNA1_Human_U133_Plus_2.0_B09_240890	M	ductal_carcinoma	carcinoma	pancreas	ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_C04_256056	ATCC
95bf5390-4d4a-4f3f-adcc-aa58e6edb455	SARC	Hs 737.T	MAKER_p_NCLE_RNA7_HG-U133_Plus_2_F03_454682	F	giant_cell_tumour	other	bone	CHARY_p_NCLE_DNAAffy9_GenomeWideSNP_6_A10_490440	ATCC
95e1c652-a7f2-41f6-9a30-503b8c7c37a5	COAD	NCI-H716	AGENT_p_NCLE_RNA6_HG-U133_Plus_2_E02_436548		adenocarcinoma	carcinoma	large_intestine	BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_F08_464696	ATCC
9602b3fd-94b2-4325-8e6d-bf9671a3ceb8	SKCM	SH-4	BITTS_p_NCLE_RNA12_HG-U133_Plus_2_A11_698760	F	NS	malignant_melanoma	skin	MISTS_p_NCLE_DNAAffy11_GenomeWideSNP_6_C06_578404	ATCC
9648eca4-8ea7-4104-95c1-460a899d0776	LGG	SW 1783	AGENT_p_NCLE_RNA6_HG-U133_Plus_2_G08_436492	M	astrocytoma_Grade_III	glioma	central_nervous_system	BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_D10_464718	ATCC
9680604e-f432-43e3-b75d-de9f0e43f6f8	DLBC	RL	NIECE_p_NCLE_RNA3_HG-U133_Plus_2_A07_296002	M	B_cell_lymphoma_unspecified	lymphoid_neoplasm	haematopoietic_and_lymphoid_tissue	LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_D07_246694	ATCC
96cf9635-1b0f-473b-839f-53c66dad2382	OV	Hey-A8	METIS_p_NCLE_RNA1_Human_U133_Plus_2.0_G01_240994	F	NS	carcinoma	ovary	LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_E02_246708	Academic Lab
976474e7-0c52-48fa-8326-d46dfa154aac	ESCA	TE-14	BITTS_p_NCLE_RNA12_HG-U133_Plus_2_F06_698812		squamous_cell_carcinoma	carcinoma	oesophagus	SKATS_p_NCLE_DNAAffy13_GenomeWideSNP_6_F02_592830	RIKEN
9767ea25-2039-4ba6-9fc4-27f8de3e863b	LGG	KELLY	NIECE_p_NCLE_RNA3_HG-U133_Plus_2_D09_296078		NS	neuroblastoma	autonomic_ganglia	HONEY_p_NCLE_DNAAffy3_S_GenomeWideSNP_6_C01_293328	DSMZ
979e51fd-a0c3-4496-b13d-5372dda99dc7	ESCA	TE-8	BITTS_p_NCLE_RNA12_HG-U133_Plus_2_F07_698902		squamous_cell_carcinoma	carcinoma	oesophagus	SKATS_p_NCLE_DNAAffy13_GenomeWideSNP_6_B06_592840	RIKEN
97de16d1-8acb-4871-984a-5a9d12c9af09	LUSC	LOU-NH91	METIS_p_NCLE_RNA1_Human_U133_Plus_2.0_D09_240938	F	squamous_cell_carcinoma	carcinoma	lung	LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_B04_246640	DSMZ
9800c99b-e60c-4a05-bf37-022fedaa47c7	LIHC	JHH-2	PARES_p_NCLE_RNA_Redo_HG-U133_Plus_2_C08_257660	M	hepatocellular_carcinoma	carcinoma	liver	ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_F03_256126	HSRRB
9838aa19-6885-4a4d-9058-7f821f445d3a	BRCA	HCC1143	CASED_p_NCLE_RNA4_HG-U133_Plus_2_E02_383668	F	ductal_carcinoma	carcinoma	breast	FIEFS_p_NCLE_DNA_Affy5_GenomeWideSNP_6_B11_410900	ATCC
9849b139-ff56-4bb4-ba3f-d3fa7cefa619	SKCM	RPMI-7951	CRAZY_p_NCLE_RNA10_HG-U133_Plus_2_A06_569534	F	NS	malignant_melanoma	skin	HONEY_p_NCLE_DNAAffy3_S_GenomeWideSNP_6_H05_293456	ATCC
984cd7e5-5e8b-4498-9899-22310069d7d1	COAD	CL-14	SILOS_p_NCLE_RNA9_HG-U133_Plus_2_C10_523636	M	NS	carcinoma	large_intestine	VAULT_p_NCLE_DNAAffy14_GenomeWideSNP_6_G09_698640	DSMZ
